cluster,gene,score,logfoldchange,pval,pval_adj,pct_expr
-1,EFCAB5,2.7328606,1.8866289,0.00627869022946315,0.10789336621743359,0.16666666666666666
-1,MMP2,2.7263944,1.1842726,0.0064030427099934515,0.10951668616462544,0.3333333333333333
-1,AHCTF1,2.7213073,1.0077147,0.006502427427467724,0.11019684884378983,0.5
-1,VASH1,2.717085,-0.060123824,0.006585969271683393,0.11124217258949468,0.1111111111111111
-1,CYP3A4,2.7126179,2.5627286,0.0066754037201569895,0.11182636312006988,0.2222222222222222
-1,SPO11,2.7097008,0.8896151,0.006734393730698572,0.11191921009589532,0.2777777777777778
-1,fibcd1,2.704418,-0.37007448,0.006842416979829386,0.1128644326543963,0.16666666666666666
-1,STKLD1,2.7039108,0.8341688,0.006852868403766728,0.1128644326543963,0.0
-1,WDR78,2.7039108,1.2401471,0.006852868403766728,0.1128644326543963,0.2222222222222222
-1,FBXO36,2.7028039,0.42046967,0.006875729880396316,0.11311385924449967,0.0
-1,FIBCD1,2.7014997,1.5664033,0.006902752809586707,0.11330408811077487,0.05555555555555555
-1,WDR70,2.6967165,-0.47291544,0.00700268402621282,0.11417724411148777,0.05555555555555555
-1,L3MBTL3,2.6926937,-0.0597601,0.0070877359926066336,0.11429134582942217,0.16666666666666666
0,SOGA1,19.156343,6.522802,8.568559692628427e-82,1.2559794797454748e-77,0.2698412698412698
0,EBF2,17.638578,6.1009,1.245537314206685e-69,3.0428476586069316e-66,0.38095238095238093
0,FGF14,17.419695,6.0297704,5.848908981888474e-68,9.525923095169028e-65,0.07936507936507936
0,PLPPR2,16.727839,5.886106,8.216633204572181e-63,5.474518614209957e-60,0.0
0,CPN1,16.619646,5.871558,5.022815561809066e-62,2.9449772201998918e-59,0.07936507936507936
0,RGS3,16.618464,6.1728683,2.815557464643459e-61,1.4283533349847452e-58,0.007936507936507936
0,MAPK8IP1,16.505142,5.9826155,3.369414601476719e-61,1.8292177492016942e-58,0.0
0,CHL1,16.056412,5.204443,5.155230273823432e-58,2.0423071717217262e-55,0.031746031746031744
0,ASIC1,15.867363,5.63789,1.2611149283891685e-49,3.1136117489631243e-47,0.39682539682539686
0,BZRAP1,15.625036,4.8571954,4.916400219931265e-55,1.6759208005523834e-52,0.23809523809523808
0,CPLX2,15.297728,4.784241,7.917261832778152e-53,2.417733832184628e-50,0.0
0,NRXN2,15.283834,5.605846,2.156776269112425e-30,1.766146734784912e-28,0.06349206349206349
0,CACNA1E,15.265422,4.5902877,4.280822833191718e-46,8.964043012703528e-44,0.031746031746031744
0,CLEC19A,15.211396,4.306409,2.971357816128658e-52,8.710832573762775e-50,0.2698412698412698
0,LINGO4,15.197328,6.001294,3.6834628962234766e-52,1.0586705712322299e-49,0.6031746031746031
0,CACNG3,15.195143,5.452145,3.8083104805602825e-52,1.073504135077935e-49,0.12698412698412698
0,CDH23,14.989311,4.466936,1.3333776494271423e-38,1.6848835849399182e-36,0.047619047619047616
0,TRIM63,14.961949,4.3329997,1.301565607335774e-50,3.5996884287410894e-48,0.06349206349206349
0,NRSN1,14.876592,4.99694,4.677284378351943e-50,1.2465388075978686e-47,0.0
